"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI56_006233-T1",0,0,3,0,2,1,4,2,17,9,30,28,33,85
"HMI56_006234-T1",0,0,0,2,0,2,0,0,0,0,0,0,0,0
"HMI56_006235-T1",4,1,1,2,2,3,4,0,7,0,4,5,5,6
"HMI56_006236-T1",0,18,14,19,19,15,9,4,35,1,58,53,48,52
"HMI56_006237-T1",68,151,114,128,226,182,70,34,292,18,303,216,172,142
"HMI56_006238-T1",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HMI56_006239-T1",0,2,1,0,2,2,8,6,5,0,3,3,2,0
"HMI56_006240-T1",54,146,140,132,165,164,409,249,476,49,514,376,413,526
"HMI56_006241-T1",126,290,314,348,476,392,675,401,877,155,1022,695,718,773
"HMI56_006242-T1",36,100,92,99,114,118,200,147,368,84,677,477,461,784
"HMI56_006243-T1",21,20,35,27,42,33,30,23,27,13,37,40,41,46
"HMI56_006244-T1",0,1,2,2,2,0,1,0,74,20,185,141,106,96
"HMI56_006245-T1",37,111,133,100,140,129,193,101,659,189,1181,854,960,1062
"HMI56_006246-T1",44,128,96,126,169,122,893,461,244,42,552,373,392,421
"HMI56_006247-T1",45,180,143,158,193,180,2140,980,481,51,408,263,358,295
"HMI56_006248-T1",51,103,104,113,111,141,1034,547,392,71,388,337,382,406
"HMI56_006249-T1",1,10,1,5,6,11,12,2,7,4,27,11,7,19
"HMI56_006250-T1",26,126,219,161,162,137,440,192,666,99,784,539,617,704
"HMI56_006251-T1",49,123,137,137,191,151,190,117,308,81,607,418,397,470
"HMI56_006252-T1",21,44,36,38,81,75,289,123,299,51,518,440,483,885
"HMI56_006253-T1",101,257,235,263,347,324,2850,1557,533,138,848,559,799,1096
"HMI56_006254-T1",11,52,52,38,55,61,144,64,222,28,235,154,210,182
"HMI56_006255-T1",24,60,51,54,81,63,96,62,128,20,280,219,198,240
"HMI56_006256-T1",0,0,0,0,0,3,12,3,60,14,121,76,76,80
"HMI56_006257-T1",19,86,115,109,120,96,194,95,395,48,502,396,343,411
"HMI56_006258-T1",12,34,33,34.4490261226768,48,37,304.719131542889,130.897016884097,58.0030566267385,13,145.005399007172,101.435583553907,124.00545239413,134
"HMI56_006259-T1",11,16,18,10,23,33,172,82,48,16,89,61,75,78
"HMI56_006260-T1",0,3,10,3,6,2,35,13,101,22,335,252,237,296
"HMI56_006261-T1",36.6700886570088,107,91.629828301608,122,160,158,1303.56883457823,755.683366669917,507.821434847851,87,624.277515959178,458,444,536.456270524913
"HMI56_006262-T1",43,119,110,127,130,113,273,153,507,96,702,605,583,731
"HMI56_006263-T1",5,2,8,11,13,8,51,22,182,28,366,214,222,258
"HMI56_006264-T1",143.179521830588,294.16861907347,251.207595126459,289.266323054659,441.945828959961,438.268168601074,4135.19547538787,2248.75590725167,611.625385273773,185.311616565054,1244.11741443628,940.003085274284,925.79355213591,1318.6836202167
"HMI56_006265-T1",16,77,78,93,92,71,377,145,424,101,499,308,387,329
"HMI56_006266-T1",0,5,7,4,2,3,29,15,57,8,54,41,52,38
"HMI56_006267-T1",0,0,1,3,0,0,5,4,12,8,11,10,13,15
"HMI56_006268-T1",0,2,0,0,1,1,3,5,1,3,2,7,3,3
"HMI56_006269-T1",121,385,310,316,488,458,1722,1017,611.598008529619,121,683,477.593081654515,570,568
"HMI56_006270-T1",199.704944514282,452.423680680903,322.603068624561,419.86819215736,646.873708604775,622.821370374707,832.541811263412,540,151,67,387,297.439661323859,326.574211471421,346.016847819785
"HMI56_006271-T1",25,69,87,97,87,84,255,128,373,50,316,263,262,219
"HMI56_006272-T1",5,16,57,61,49,37,601,362,499,85,599,431,753,662
"HMI56_006273-T1",50,149.416580295349,212,218,203,194,1886.18879738377,804.777098865744,519.381890226437,86,842,592,598.527428088013,650
"HMI56_006274-T1",96,229,361,355,331,371,1555,869.343841380469,795,181,1695,1080,1282,1357
"HMI56_006275-T1",51,142,135,141,160,173,665,332,502,86,808,623,624,971
"HMI56_006276-T1",1017,2014,1662,1678,2920,2780,2929,1650,5437,820,7103,4949,5209,5929
"HMI56_006277-T1",16,29.100652861556,55.257228797591,47,32.2156904332409,40,167.142051670772,79,190,45,399,308.854230124811,324,458
"HMI56_006278-T1",6,24,93,74,22,28,255,138,710,119,935,706,848,1072
"HMI56_006279-T1",94,272,277,265,354,333,1773,922,938,235,1725,1115,1367,1775
"HMI56_006280-T1",0,0,0,0,0,0,1,0,2,1,36,24,28,30
"HMI56_006281-T1",72,237,310,264,304,253,875,381,869,175,1414,995,1107,1102
"HMI56_006282-T1",6,16,10,19,19,23,27,16,95,17,94,85,65,86
"HMI56_006283-T1",13,26,27,40,32,24,229,110,248,36,350,210,299,489
"HMI56_006284-T1",0,0,0.5,0,0,0,1.5,0.5,0.5,0,0.5,0,0,0.5
"HMI56_006285-T1",102,307,348,354,424,350,1385,585,1117,212,1444,1016,1285,1386
"HMI56_006286-T1",4,7,18,9,16,21,37,22,112,17,116,84,87,118
"HMI56_006287-T1",108,352.602765228445,340,409,473,343,1052,462,460,90,940,579,587,1025
"HMI56_006288-T1",1,9,7,13,7,4,40,18,70,17,119,91,112,149
"HMI56_006289-T1",9,42,39,47,45,43,32,44,306,37,259,167,226,178
"HMI56_006290-T1",31,67,97,89,77,99,171,80,381,72,481,357,401,381
"HMI56_006291-T1",0,0,1,9,2,1,60,35,12,3,774,546,2355,1508
"HMI56_006292-T1",7,20,89,76,52,34,202,108,638,61,688,546,501,584
"HMI56_006293-T1",54,158,204,157,286,248,312,128,520,78,661,504,401,515
"HMI56_006294-T1",10,52,35,50,47,53,245,92,182,26,229,198,186,156
"HMI56_006295-T1",0,6,3,6,2,0,16,5,57,11,32,25,32,14
"HMI56_006296-T1",0,1,4,6,0,3,18,6,18,6,78,55,67,55
"HMI56_006297-T1",1,19,27,44,9,10,122,62,223,30,1133,743,2226,1537
"HMI56_006298-T1",73,178,267,300,208,221,478,221,1057,147,1063,672,888,838
"HMI56_006299-T1",32,124,119,145,161,157,340,170,356,62,465,332,364,405
"HMI56_006300-T1",51,176,190,223,260,259,255,135,512,85,526,363,413,336
"HMI56_006301-T1",11,10,5,16,12,15,35,18,23,2,179,153,125,67
"HMI56_006302-T1",55,142,121,95,147,160,1097,505,422,64,642,512,323,453
"HMI56_006303-T1",55,172,257,306,219,224,1683,739,999,160,778,516,649,610
"HMI56_006304-T1",167,441,342,252,637,558,3069,1415,825,131,1736,1346,1207,1803
"HMI56_006305-T1",15,44,60,69,59,59,451,212,303,46,301,212,258,276
"HMI56_006306-T1",20,42,71,80,67,71,647,311,451,50,399,285,342,357
"HMI56_006307-T1",6,22,26,39,34,36,109,48,241,32,242,204,209,175
"HMI56_006308-T1",15,32,37,48,26,46,144,103,318,48,224,137,199,170
"HMI56_006309-T1",36,40,46,65,72,71,173,78,242,52,406,298,333,425
"HMI56_006310-T1",12,52,49,34,49,52,117,45,180,23,225,151,151,182
"HMI56_006311-T1",2,37,36,39,39,40,65,47,71,28,108,69,91,81
"HMI56_006312-T1",0,10,0,1,8,10,14,5,14,0,14,11,10,16
"HMI56_006313-T1",2,7,5,5,8,9,28,16,37,8,28,21,25,21
"HMI56_006314-T1",0,1,8,1,7,4,12,8,24,0,24,23,29,28
"HMI56_006315-T1",5,15,17,21,8,16,10,6,178,22,584,367,307,305
"HMI56_006316-T1",14,58,73,69,57,55,317,158,207,19,244,155,204,154
"HMI56_006317-T1",145,255,229,288,432,356,300,154,461,53,491,313,342,484
"HMI56_006318-T1",9,30,101,60,49,40,312,120,645,87,727,511,621,862
"HMI56_006319-T1",36,98,89,114,169,169,414,198,346,53,379,274,370,448
"HMI56_006320-T1",3,23,23,11,24,31,41,19,29,12,59,47,39,51
"HMI56_006321-T1",18,27,48,61,74,73,101,65,88,21,188,137,174,198
"HMI56_006322-T1",0,1,1,1,1,1,4,2,5,0,10,6,2,4
"HMI56_006323-T1",0,1,0,1,9,3,10,10,12.0725570566596,2,25,24,27,31.2177835575575
"HMI56_006324-T1",0,3,0,0,0,0,0,0,1,0,2,1,3,2
"HMI56_006325-T1",150,300,175,169,389,402,515,297,301,67,635,453,337,543
"HMI56_006326-T1",731,1613,1237,1343,2303,2062,1173,644,1425,285,2659,1802,3880,3357
"HMI56_006327-T1",61,142,147,153,155,156,713,402,623,71,808,538,613,734
"HMI56_006328-T1",0,0,1,1,0,0,4,0,1,0,1,0,0,0
"HMI56_006329-T1",46,125,140,137,166,122,397,184,520,73,695,538,511,508
"HMI56_006330-T1",9,19,30,37,32,31,69,38,238,31,318,207,281,498
"HMI56_006331-T1",1,0,0.5,0,0,0,11.3076923076923,7.5,13.4642857142857,1,13,5.5,4.5,5
"HMI56_006332-T1",65,165,179,151,253,208,394,163,425,71,716,535,475,510
"HMI56_006333-T1",48,107,124,123,137,176,887,483,516,73,639,472,501,475
"HMI56_006334-T1",1,0,0.5,0,0,0,11.3076923076923,7.5,13.4642857142857,1,13,5.5,4.5,5
"HMI56_006335-T1",31,76,62,77,111,121,160,78,263,42,327,224,224,246
"HMI56_006336-T1",14,28,31,37,32,36,79,36,101,12,147,123,146,178
"HMI56_006337-T1",0,0,1,2,0,0,1,1,5,0,6,7,3,3
"HMI56_006338-T1",0,0,2,1,0,1,5,2,11,3,25,12,17,15
"HMI56_006339-T1",51,164,178,173,227,207,495,193,473,72,663,447,391,425
"HMI56_006340-T1",2,2,10,8,5,9,16,8,187,40,430,258,326,358
"HMI56_006341-T1",73,228,222,193,386,286,592,265,392,101,671,470,470,735
"HMI56_006342-T1",7,26,59,59,40,30,216,95,415,55,632,451,483,486
"HMI56_006343-T1",0,3,0,9,6,7,26,7,26,8,40,33,59,43
"HMI56_006344-T1",3,5,2,3,3,4,16,11,6,3,6,5,3,10
"HMI56_006345-T1",2,0,3,4,2,0,6,0,3,0,4,1,2,4
"HMI56_006346-T1",17,65,75,86,73,63,280,134,368,60,364,241,300,284
"HMI56_006347-T1",62.6507700185167,190.851614896432,136.3845424888,206.186071577805,224.157432163722,192.383966055512,684.635752061582,401.005263321695,126.052986432463,33.3069224745422,250.758011515327,177.891369731127,245.747734092099,258.802645364292
"HMI56_006348-T1",69,180,240,202,204,210,1015,464,743,127,1133,847,906,1026
"HMI56_006349-T1",0,2,9,5,6,2,53,19,260,32,275,187,236,378
"HMI56_006350-T1",92.7051540826785,284.198837488725,269.738883133834,279.795222522795,322.541544913607,320.988709612377,4133.40836256339,2169.76248341101,769.610090031305,231,1319.6234311446,918.245829071042,1148.36454209682,1183.70415098043
"HMI56_006351-T1",0,0,1,1,0,1,23,5,0,0,4,5,6,4
"HMI56_006352-T1",0,0,1,2,0,0,6,2,2,1,6,4,3,7
"HMI56_006353-T1",37,56,78,96,90,81,395,170,325,49,572,398,479,618
"HMI56_006354-T1",0,0,2,0,0,0,14,5,23,2,23,26,25,28
"HMI56_006355-T1",16,33,27,31,44,41,92,39,148,37,196,162,139,154
"HMI56_006356-T1",38,51,60,68,90,94,241,137,266,46,314,205,250,280
"HMI56_006357-T1",15,9,16,19,22,28,33,27,80,3,52,39,52,69
"HMI56_006358-T1",42,90,87,119,129,128,122,70,301,46,367,298,239,304
"HMI56_006359-T1",63,181,186,231,210,193,2114,1105,799,159,1377,872,915.123899724,1119
"HMI56_006360-T1",1.71803700404761,20.2937462109157,31.5830831466221,37.3587830641091,13.6652313957297,22.6960124728204,325.968799444923,128.382495521852,195.717614840201,31,327.2395655173,250.904355090524,240.335307108125,380.702685561989
"HMI56_006361-T1",0,0,0,0,0,0,18,12,9,2,292,167,918,587
"HMI56_006362-T1",15,46,100,105,81,90,556,287,615,96,761,564,596,859
"HMI56_006363-T1",35,100,86,71,134,126,195,96,191,43,334,204,203,343
"HMI56_006364-T1",34,136,160,154,172,127,355,177,674,109,739,474,625,599
"HMI56_006365-T1",14,31,42,22,42,35,148,86,102,18,120,80,71,93
"HMI56_006366-T1",72,161,165,158,236,238,1157,519,790,138,1295,887,891,1563
"HMI56_006367-T1",87,151,136,136,244,231,1071,584,379,77,510,361,395,514
"HMI56_006368-T1",22,36,43,58,73,58,203,83,173,18,288,181,200,207
"HMI56_006369-T1",20,42,35,24,42,31,130,67,102,15,169,114,136,144
"HMI56_006370-T1",71,150,145,167,188,224,476,176,270,53,385,278,298,307
"HMI56_006371-T1",19,73,76,59,130,113,362,153,239,42,304,271,260,329
"HMI56_006372-T1",5,11,14,7,18,42,183,79,153,25,171,115,132,221
"HMI56_006373-T1",9982,19572,10952,14678,26610,25559,650,402,822,144,1240,858,833,1280
"HMI56_006374-T1",16,38,17,27,43,65,108,43,39,9,332,255,1252,811
"HMI56_006375-T1",44,125,132,136,223,178,770,401,322,71,526,381,547,669
"HMI56_006376-T1",28,76,62,87,139,95,136,53,54,10,119,123,83,93
"HMI56_006377-T1",15,65,49,72,76,71.9680926877089,329.833367527485,135.918920351018,105.686369577761,13,111.903511919887,65.756692325658,79.7572139812697,96
"HMI56_006378-T1",2,1,6,2,1,1,5,1,7,0,1,3,2,8
"HMI56_006379-T1",0,2,0,2,1,0,0,0,0,0,0,0,0,0
"HMI56_006380-T1",0,0,0.5,0.5,0,1,4,0.5,1,0,0.5,0.5,0.5,0
"HMI56_006381-T1",59,162,163,175,212,183,377,190,406,70,564,450,365,426
"HMI56_006382-T1",3,24,35,37,10,16,91,25,276,52,321,250,334,547
"HMI56_006383-T1",11,57,27,23,62,59,83,36,96,7,196,153,238,296
"HMI56_006384-T1",14,33,40,51,46,38,91,50,127,52,368,229,281,364
"HMI56_006385-T1",22,134,90,94,210,152,11,9,8,5,12,7,12,6
"HMI56_006386-T1",0,0,1,1,1,2,2,0,14,4,16,12,21,15
"HMI56_006387-T1",216,636,433,492,803,709,1959,1091,1930,459,2762,2082,2220,3635
"HMI56_006388-T1",67,164,158,149,269,241,567,288,455,124,784,604,688,1122
"HMI56_006389-T1",12,41,22,47,92,67,4,10,3,0,1,0,1,2
"HMI56_006390-T1",4,2,1,3,3,0,21,5,12,0,4,13,5,6
"HMI56_006391-T1",0,1,0,4,1,1,4,3,0,0,2,2,4,4
"HMI56_006392-T1",0,0,0,2,0,0,1,0,0,0,0,0,0,0
"HMI56_006393-T1",0,0,0,0,0,0,1.5,1,3,0,0,0.5,1,2.5
"HMI56_006394-T1",0,0,0,0,0,0,1,0,3,1,5,5,6,2
"HMI56_006395-T1",57,227,182,186,248,259,1205,609,526,64,774,593,525,725
"HMI56_006396-T1",0,1,0,0,2,1,7,7,0,3,3,3,0,3
"HMI56_006397-T1",0,2,0,0,2,0,3,4,2,0,0,0,0,1
"HMI56_006398-T1",81,188,174,187,228,218,1677,851,251,92,715,462,570,693
"HMI56_006399-T1",21,79,58,35,61,73,164,59,227,12,372,272,265,547
"HMI56_006400-T1",57,131,175,191,216,188,1075,516,397,75,670,471,567,758
"HMI56_006401-T1",23,42,32,46,57,46,166,83,110,16,122,88,134,159
"HMI56_006402-T1",41,92,113,106,120,139,305,183,369,38,448,329,387,470
"HMI56_006403-T1",4,8,7,9,12,7,49,24,34,2,94,60,57,48
"HMI56_006404-T1",9,12,14,5,8,21,113,43,146,35,188,158,242,154
"HMI56_006405-T1",57,107,132,121,134,152,284,155,518,70,644,442,421,365
"HMI56_006406-T1",28.1291606964865,39,46,47,38,48,630,435,236,80,427.320982662086,326.442580574147,297,498
"HMI56_006407-T1",85,277,192,209,404,354,2251,1289,479,93,800,642,531,842
"HMI56_006408-T1",2,13,24,29,21,17,122,72,567,144,1034,704,806,1171
"HMI56_006409-T1",35,83,77,109,102,125,484,244,185,39,181,108,158,128
"HMI56_006410-T1",8.02442025872695,37.1798484870656,41.1972163920679,77.0200112505987,37,42.1594507219918,323.030348985558,172,61.006150784285,16,150.010847505337,126,157.013674725533,165
"HMI56_006411-T1",4,3,8,5,5,5,21,10,74,5,255,163,161,148
"HMI56_006412-T1",6,21,26,32,45,40,184,107,111,26,121,107,148,118
"HMI56_006413-T1",24,65,65.2314539765326,85,113,120,853,512,199,49,306,209,278,351
"HMI56_006414-T1",50,93,72,103,117,140,1237,680,378,61,407,296,372,475
"HMI56_006415-T1",18,67,102,104,112,85,474,224,249,43,344,247,322,228
"HMI56_006416-T1",5,21,31,40,12,18,377,144,601,83,886,633,780,794
"HMI56_006417-T1",27,101,109,118,144,130,304,124,564,70,672,455,530,439
"HMI56_006418-T1",1,2,2,2,7,6,63,31,27,5,26,17,25,24
"HMI56_006419-T1",51,125,104,126,122,133,418,228,278,77,468,341,390,424
"HMI56_006420-T1",146,358,326,372,542,405,942,446,1006,151,1626,1102,1050,1171
"HMI56_006421-T1",61,198,169,192,273,226,1845,926,758,102,1065,853,640,952
"HMI56_006422-T1",2,0,3,3,1,0,12,2,7,2,4,6,5,6
"HMI56_006423-T1",21,48,71,84,90,95,278,123,284,59,396,237,257,290
"HMI56_006424-T1",73,150,148,170,237,231,1517,803,615,94,809,612,588,635
"HMI56_006425-T1",1,0,3,0,2,11,19,5,5,2,23,13,18,9
"HMI56_006426-T1",8,23,71,51,29,14,40,13,16,1,13,9,13,8
"HMI56_006427-T1",112,488.102199479086,357,285,608,502,899,493,516,113,1190,776,915,1241
"HMI56_006428-T1",312,999,492,549,1332,1142,585,273,480,82,734,525,618,642
"HMI56_006429-T1",0,6,4,3,2,2,36,18,8,1,13,9,14,11
"HMI56_006430-T1",52,194,328,298,190,209,1808,936,1309,253,1899.4967308286,1203.49260618416,1317,1334
"HMI56_006431-T1",24,42,71,84.328412857917,42,53.2368383451069,519,281,171,43,355,222,330,339
"HMI56_006432-T1",11,54,39,60,49,34,148,101,121,23,190,121,132,148
"HMI56_006433-T1",198,553,465,537,752,617,2902,1423,779,202,2266,1454,1324,2004
"HMI56_006434-T1",0,0,0,0,0,0,11,11,63,14,214,156,164,144
"HMI56_006435-T1",51,111,105,125,191,145,248,144,129,17,183,139,170,213
"HMI56_006436-T1",4,28,48,56,42,32,293,119,134,52,396,252,305,384
"HMI56_006437-T1",463,1071,796,707,1467,1432,910,352,1263,181,2678,1992,1662,2062
"HMI56_006438-T1",20,45,42,38,61,65,132,69,107,4,190,150,113,215
"HMI56_006439-T1",9,18,31,25,37,46,36,9,28,4,22,7,16,13
"HMI56_006440-T1",18,59,47,75,56,52,456,214,75,36,208,127,168,211
"HMI56_006441-T1",18,48,43,60,59,63,248,113,377,56,355,256,392,210
"HMI56_006442-T1",38,90,78,102,162,113,312,131,381,52,474,311,405,681
"HMI56_006443-T1",1091,2550,2299,2199,3581,3312,9076,4730,6495,1287,11886,8512,8356,13074
"HMI56_006444-T1",80,226,200,185,278,248,623,299,408,48,657,488,374,523
"HMI56_006445-T1",5,32,45,39,34,38,89,38,191,21,195,151,138,144
"HMI56_006446-T1",27,70,96,98,99,93,240,112,539,77,542,379,440,392
"HMI56_006447-T1",60,151,197,190,238,183,1032,458,829,106,900,529,723,562
"HMI56_006448-T1",24,133,100,137,135,121,256,131,311,52,427,282,374,367
"HMI56_006449-T1",56,141,98,123,185,186,334,144,377,67,547,355,412,572
"HMI56_006450-T1",27,80,96,95,86,86,525,282,647,64,647,397,429,326
"HMI56_006451-T1",498,1063,1017,924,1500,1482,1503,828,3233,465,4002,2816,3178,3495
"HMI56_006452-T1",6,17,23,23,36,34,240,136,146,16,168,112,92,133
"HMI56_006453-T1",0,0,0,0,0,0,3,0,8,0,2,1,2,0
"HMI56_006454-T1",1,9,9,9,9,6,20,6,42,7,31,22,44,31
"HMI56_006455-T1",2,0,5,1,3,2,11,7,75,24,139,124,161,254
"HMI56_006456-T1",130,262,305,307,390,406,1562,779,620,106,827,627,742,964
"HMI56_006457-T1",44,133,127,112,170,166,412,169,293,35,585,453,366,423
"HMI56_006458-T1",46,153,127,126,208,179,246,105,185,43,395,270,334,488
"HMI56_006459-T1",128.109363173567,388.872401977729,290.534913513745,365.640432971563,474.552339371165,450.592160847508,3432.65311777608,1864.634302961,1281.10132296066,214.636250100256,2052.9135789264,1501.15061953074,1881.06636383168,2592.30283508951
"HMI56_006460-T1",65,179,149,148,192,210,308,162,237,54,501,374,367,495
"HMI56_006461-T1",276,735,703,647,910,891,1664,879,1721,300,2488,1694,1849,2097
"HMI56_006462-T1",136,295,319,339,427,407,1841,844,1055,171,1599,1029,1132,1456
"HMI56_006463-T1",1,6,3,4,5,4,51,29,221,37,527,259,264,351
"HMI56_006464-T1",38,103,99,97,96,87,773,350,515,76,481,409,345,426
"HMI56_006465-T1",1,2,1,0,5,5,5,0,0,0,0,3,1,5
"HMI56_006466-T1",1,5,2,2,3,6,10,7,16,0,4,10,10,14
"HMI56_006467-T1",105,175,197,167,232,245,661,327,369,55,419,302,374,420
"HMI56_006468-T1",72,246,168,164,276,266,463,218,284,57,346,265,281,365
"HMI56_006469-T1",50,137,100,87,215,173,417,225,238,52,403,324,333,367
"HMI56_006470-T1",101,258,171,150,386,405,417,180,412,62,796,662,479,695
"HMI56_006471-T1",0,3,1,0,0,0,0,1,0,0,0,0,0,0
"HMI56_006472-T1",470,1175,718,675,1536,1525,1709,810,1402,197,2820,2115,1595,2135
"HMI56_006473-T1",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"HMI56_006474-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_006475-T1",63,127,135,121,181,203,198,93,678,98,808,578,604,836
"HMI56_006476-T1",282,625,630,611,887,780,1006,578,1618,291,1957,1319,1755,1875
"HMI56_006477-T1",14,45,78,55,58,43,139,80,384,66,451,314,408,489
"HMI56_006478-T1",473,1020,609,671,1437,1196,43,17,48,10,49,59,38,52
"HMI56_006479-T1",52,121,185,198,196,160,1059,544,495,84,675,446,535,497
"HMI56_006480-T1",69,153,149,124,271,245,2218,1206,429,85,727,537,511,653
"HMI56_006481-T1",16,22,30,29,46,35,106,44,125,19,161,101,106,117
"HMI56_006482-T1",66,169,199,138,220,201,415,183,347,34,557,423,326,546
"HMI56_006483-T1",47,103,89,141,217,146,283,148,179,22,218,137,205,274
"HMI56_006484-T1",0,6,4,7,9,9,48,21,14,4,36,9,22,30
"HMI56_006485-T1",0,0,0,0,0,1,3,3,7,0,22,11,6,5
"HMI56_006486-T1",0,0,0,0,3,9,1,0,0,0,4,2,6,1
"HMI56_006487-T1",114,209,214,211,303,299,594,365,896,185,1798,1375,1193,2187
"HMI56_006488-T1",36,68,65,118,120,98,105,45,197,32,319,206,233,252
"HMI56_006489-T1",7,16,17,6,14,17,25,14,22,2,34,22,22,25
"HMI56_006490-T1",6,17,27,17,22,12,40,29,173,32,195,108,89,125
"HMI56_006491-T1",72,212,209,240,292,261,316,158,361,48,496,382,421,415
"HMI56_006492-T1",21,39,41,36,76,47,184,134,80,23,161,122,116,130
"HMI56_006493-T1",176,382,343,396,514,512,1402,723,690,111,947,677,802,900
"HMI56_006494-T1",15,55,67,88,87,58,108,48,305,34,321,238,244,281
"HMI56_006495-T1",32,65,158,136,77,103,926,493,501,86,658,498,558,781
"HMI56_006496-T1",6,11,34,28,19,15,100,41,125,27,237,142,177,202
"HMI56_006497-T1",324,799,563,594,1112,971,731,494,662,113,1301,999,877,1308
"HMI56_006498-T1",12,42,54,25,28,33,272,161,837,296,2009,1538,1847,4451
"HMI56_006499-T1",5,9,18,15,9,18,111,34,189,33,201,196,152,254
"HMI56_006500-T1",13,34,48,26,37,38,146,57,285,22,305,199,215,307
"HMI56_006501-T1",10,31,45,66,27,53,140,67,155,30,335,300,242,289
"HMI56_006502-T1",20,55,82,105,105,96,285,121,360,62,567,355,429,463
"HMI56_006503-T1",12,69,80,65,46,55,334,164,158,41,224,169,209,217
"HMI56_006504-T1",0,0,1,0,0,0,0,1,0,0,1,1,0,0
"HMI56_006505-T1",0,0,1,0,0,1,2,0,0,0,0,0,1,0
"HMI56_006506-T1",0,0,1,0,0,0,1,0,1,0,1,7,0,2
"HMI56_006507-T1",0,1,0,0,0,0,0,1,4,0,10,4,3,5
"HMI56_006508-T1",64,169,213,236,220,250,653,355,888,169,918,686,799,724
"HMI56_006509-T1",159,355,286,355,611,497,396,207,366,98,764,553,660,1152
"HMI56_006510-T1",38,130,59,106,224,145,2,2,3,0,2,5,10,14.0235173046007
"HMI56_006511-T1",2,2,17,13,13,12,109,37,294,42,398,327,354,512
"HMI56_006512-T1",7,21,23,16,19,22,34,14,297,53,701,460,538,624
"HMI56_006513-T1",4,10,12,18,11,30,79,31,180,31,271,165,220,216
"HMI56_006514-T1",0,3,0,5,0,0,1,0,1,0,5,7,4,6
"HMI56_006515-T1",0,2,0,1,0,0,0,0,0,0,1,0,0,0
"HMI56_006516-T1",35,89,129,121,132,128,330,132,522,68,545,359,394,400
"HMI56_006517-T1",174,466,343,324,689,585,1053,489,534,109,1015,751,522,781
"HMI56_006518-T1",70.0362358052523,205,328.446888870054,330.157841751697,277.14732742656,276.063611470142,2191.47516239784,1204.22676790044,560.00980507527,142.076513359827,1076.91340053766,787.25305135816,961.220877110477,1182.2088440209
"HMI56_006519-T1",70,167,160,156,215,206,1226,559,580,74,761,498,537,519
"HMI56_006520-T1",197,490,403,379,686,681,680,305,1562,203,2711,1976,1954,3543
"HMI56_006521-T1",10,39,36,23,54,33,186,81,195,20,207,143,133,156
"HMI56_006522-T1",66,115,108,163,146,139,1791,938,469,105,605,429,432,437
"HMI56_006523-T1",0,0,2,0,0,0,22,7,97,14,197,101,110,156
"HMI56_006524-T1",134,369,498,518,436,393,1448,718,1987,344,2007,1396,1530,1397
"HMI56_006525-T1",135,284,352,382.009436675943,448,400,1102.01002454986,637.215075503365,714.04114057682,148.543199847286,1126.55528574149,686,931.284032153566,1312
"HMI56_006526-T1",0,0,0,1,1,5,5,5,7,0,1,0,4,0
"HMI56_006527-T1",31,66,57,50,74,81,35,15,239,37,271,172,181,176
"HMI56_006528-T1",2,8,7,2,2,1,42,23,31,5,27,16,24,28
"HMI56_006529-T1",66,131,104,101,177,166,355,170,139,23,335,236,313,321
"HMI56_006530-T1",27,84,90,105,100,104,356,187,407,106,1066,732,690,1046
"HMI56_006531-T1",33,68,75,62,65,54,154,95,244,20,245,214,201,221
"HMI56_006532-T1",41,77,137,146,114,120,383,163,588,111,532,340,480,272
"HMI56_006533-T1",13,45,66,33,35,25,240,131,341,70,453,297,298,269
"HMI56_006534-T1",25,52,31,52,61,62,186,104,148,19,243,161,172,205
"HMI56_006535-T1",0,0,1,1,1,3,0,0,0,0,0,0,0,0
"HMI56_006536-T1",32,106,173,209,135,149,550,260,628,150,824,536,788,763
"HMI56_006537-T1",60,231,201,231,263,246,884,460,813,115,936,602,789,679
"HMI56_006538-T1",44,150,82,129,156,176,1274,688,288,58,407,271,275,480
"HMI56_006539-T1",84,225,176,158,288,272,559,295,337,70,734,569,553,652
"HMI56_006540-T1",0,2,11,16,7,9,91,35,100,15,111,79,99,160
"HMI56_006541-T1",3,23,36,66,40,45,168,69,154,23,212,172,151,203
"HMI56_006542-T1",33,102,78,77,109,132,293,234,157,24,254,170,174,267
"HMI56_006543-T1",57,127,163,154,210,194,1253,422,363,40,687,500,412,608
"HMI56_006544-T1",17,61,74,71,83,77,87,41,196,39,300,214,307,296
"HMI56_006545-T1",28,76,75,106,116,114,209,84,178,10,192,148,155,204
"HMI56_006546-T1",27,61,61,82,76,96,128,56,734,136,939,637,718,1128
"HMI56_006547-T1",138,340,319,348,439,379,960,474,671,151,956,616,810,850
"HMI56_006548-T1",19,21,31,38,34,48,101,56,124,6,121,61,74,82
"HMI56_006549-T1",0,0,0,0,0,0,23,13,6,0,3,0,10,1
"HMI56_006550-T1",7,25,17,33,27,27,153,85,27,8,94,51,57,98
